file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
AIRFORCE1_mono,6.8914,8.6961,phrase,-54.437565104166666,,,11.376620513750936
AIRFORCE1_mono,8.7958,10.3922,phrase,-54.856561279296876,,,18.50610251443254
AIRFORCE1_mono,10.3922,10.9562,phrase,-53.58335658482143,,,9.021201170444016
AIRFORCE1_mono,11.8914,12.8588,phrase,-53.018725837628864,,,18.213425082420475
AIRFORCE1_mono,12.9585,14.1038,phrase,-51.35294667119565,,,2.2666263250774357
AIRFORCE1_mono,14.1038,16.2034,phrase,-52.14622860863095,,,21.948257835517698
AIRFORCE1_mono,16.9036,19.8318,phrase,-54.28748600149317,,,16.288417571905136
AIRFORCE1_mono,19.8969,20.8426,phrase,-52.96153885690789,,,16.285442021386963
AIRFORCE1_mono,21.2529,22.2333,phrase,-54.20502331792092,,,20.774710234268426
AIRFORCE1_mono,22.5369,23.552,phrase,-52.941324869791664,,,10.031489183109013
AIRFORCE1_mono,23.7516,24.5064,phrase,-51.903753255208336,,,14.10217049081465
AIRFORCE1_mono,24.5762,25.075,phrase,-52.2183740234375,,,13.002216351756731
AIRFORCE1_mono,25.2703,25.5392,phrase,-48.700095847800924,,,11.821057634828533
AIRFORCE1_mono,25.8385,26.1509,phrase,-55.966615738407256,,,2.718788624808493
AIRFORCE1_mono,26.9585,28.0647,phrase,-54.52485395551802,,,7.703018396573753
AIRFORCE1_mono,28.7674,29.7305,phrase,-50.33246358235677,,,20.720837840047476
AIRFORCE1_mono,29.852,31.0623,phrase,-52.25666241606405,,,9.367903861273717
AIRFORCE1_mono,31.308,32.9305,phrase,-53.79497612847222,,,9.326268607777553
AIRFORCE1_mono,33.1214,34.9043,phrase,-52.99263737710674,,,14.902001215474755
AIRFORCE1_mono,35.5434,38.0291,phrase,-54.1892531061747,,,14.198508203223488
AIRFORCE1_mono,38.0291,39.2091,phrase,-55.64810232388771,,,9.15985733469902
AIRFORCE1_mono,39.7426,41.8423,phrase,-52.53819289434524,,,15.99446476275436
AIRFORCE1_mono,41.8423,42.6665,phrase,-48.84654570788872,,,17.86248196241743
AIRFORCE1_mono,43.2214,45.1388,phrase,-53.6725107828776,,,15.425772273479778
AIRFORCE1_mono,45.8846,46.8693,phrase,-50.95462970344388,,,13.8216791885603
AIRFORCE1_mono,47.0689,48.0493,phrase,-49.527179328762756,,,11.191050573126384
AIRFORCE1_mono,48.1902,50.5068,phrase,-51.693376212284484,,,10.963722179700948
AIRFORCE1_mono,51.0462,51.7793,phrase,-49.21925834760274,,,13.149264030440051
AIRFORCE1_mono,52.1958,52.7944,phrase,-56.08182373046875,,,11.655570877551904
AIRFORCE1_mono,53.0894,53.7792,phrase,-53.12464971127717,,,17.171444263388224
LSKDJOZKD_mono,4.2901,5.1528,phrase,-56.31515715843023,,,15.617381933507273
LSKDJOZKD_mono,5.1528,6.0155,phrase,-58.60335097202035,,,15.956777651376616
LSKDJOZKD_mono,6.0155,7.9628,phrase,-58.61309094551282,,,17.32538949197544
LSKDJOZKD_mono,7.9628,9.1952,phrase,-57.113622649898375,,,14.260593840364496
LSKDJOZKD_mono,10.1319,12.2024,phrase,-55.02826841787439,,,23.074360001522816
LSKDJOZKD_mono,12.4735,14.8891,phrase,-59.114047972623965,,,10.675007791389795
LSKDJOZKD_mono,15.456,16.2941,phrase,-59.198434012276785,,,16.226946967643443
LSKDJOZKD_mono,16.6884,19.8928,phrase,-58.14225463867187,,,16.050752173710656
LSKDJOZKD_mono,20.8294,23.0725,phrase,-57.34830583844866,,,16.00860902526194
