file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
DH,39.7166,40.9216,Meow,-50.98535559788223,,,15.837832123483091
DH,42.1594,43.04,Meow,-52.70682040127841,,,19.049101155053638
DH,43.5117,46.0085,Meow,-44.2174296875,,,16.561570356400665
DH,46.1036,48.4498,Meow,-45.284757313829786,,,13.619825523744694
DH,49.4337,50.5981,Meow,-47.99438055630388,,,14.676685918299196
DH,51.0524,51.9214,Meow,-50.44870240660919,,,15.923662843762742
DH,52.5171,55.0835,Meow,-50.73299565296693,,,14.123428053448679
DH,55.8404,58.0765,Meow,-47.237156459263396,,,15.524307265441449
SI,0.1953,3.7027,Meow,-50.34336048789174,,,13.348672399761467
SI,4.0487,5.1445,Meow,-47.704150390625,,,18.92603239792828
SI,5.6368,7.3092,Meow,-51.55346533495509,,,18.222774991468707
SI,7.4088,9.422,Meow,-51.58743878264925,,,16.06557059927039
